NetCollection; netCollection; netCollection.name; IgnoreNetCollectionText
Prefabs; netCollection.m_prefabs; Count()
Type; netInfo; netInfo.m_class.name; netInfo.name; netInfo.GetLocalizedTitle(); netName; IgnoreNetText; netInfo.m_maxSlope; Group; match; limit; cfgLimit
NetInfo; Large Road Bridge Bus (NetInfo); Large Road; Large Road Bridge Bus; NET_TITLE[Large Road Bridge Bus]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Elevated Bus (NetInfo); Large Road; Large Road Elevated Bus; NET_TITLE[Large Road Elevated Bus]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Slope Bus (NetInfo); Large Road; Large Road Slope Bus; NET_TITLE[Large Road Slope Bus]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Tunnel Bus (NetInfo); Large Road Tunnel; Large Road Tunnel Bus; NET_TITLE[Large Road Tunnel Bus]:0; Large Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Basic Road Elevated Bike (NetInfo); Small Road; Basic Road Elevated Bike; NET_TITLE[Basic Road Elevated Bike]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Basic Road Bridge Bike (NetInfo); Small Road; Basic Road Bridge Bike; NET_TITLE[Basic Road Bridge Bike]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Medium Road Bridge Bike (NetInfo); Medium Road; Medium Road Bridge Bike; NET_TITLE[Medium Road Bridge Bike]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Elevated Bike (NetInfo); Medium Road; Medium Road Elevated Bike; NET_TITLE[Medium Road Elevated Bike]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Bridge Bike (NetInfo); Large Road; Large Road Bridge Bike; NET_TITLE[Large Road Bridge Bike]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Elevated Bike (NetInfo); Large Road; Large Road Elevated Bike; NET_TITLE[Large Road Elevated Bike]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15

NetCollection; Expansion 2 (NetCollection); Expansion 2
Prefabs; NetInfo[]; 28
NetInfo; Basic Road Tram (NetInfo); Small Road; Basic Road Tram; Two-Lane Road with Tram Tracks; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Line (NetInfo); Tram Line; Tram Line; NET_TITLE[Tram Line]:0; Tram Line; Ignore; 0.25; Other; part; 0.15; 0.15
NetInfo; Basic Road Elevated Tram (NetInfo); Small Road; Basic Road Elevated Tram; NET_TITLE[Basic Road Elevated Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Basic Road Bridge Tram (NetInfo); Small Road; Basic Road Bridge Tram; NET_TITLE[Basic Road Bridge Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Basic Road Slope Tram (NetInfo); Small Road; Basic Road Slope Tram; NET_TITLE[Basic Road Slope Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Basic Road Tunnel Tram (NetInfo); Small Road Tunnel; Basic Road Tunnel Tram; NET_TITLE[Basic Road Tunnel Tram]:0; Tram Track Tunnel; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Medium Road Tram (NetInfo); Medium Road; Medium Road Tram; Four-Lane Road with Tram Tracks; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Depot Road (NetInfo); Small Road; Tram Depot Road; NET_TITLE[Tram Depot Road]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Medium Road Elevated Tram (NetInfo); Medium Road; Medium Road Elevated Tram; NET_TITLE[Medium Road Elevated Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Medium Road Bridge Tram (NetInfo); Medium Road; Medium Road Bridge Tram; NET_TITLE[Medium Road Bridge Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Medium Road Slope Tram (NetInfo); Medium Road; Medium Road Slope Tram; NET_TITLE[Medium Road Slope Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Medium Road Tunnel Tram (NetInfo); Medium Road Tunnel; Medium Road Tunnel Tram; NET_TITLE[Medium Road Tunnel Tram]:0; Tram Track Tunnel; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Heating Pipe (NetInfo); Heating Pipe; Heating Pipe; Water Pipe with Heating Pipes; Pipe; ; 2; Other; name; 2; 2
NetInfo; Oneway Road Tram (NetInfo); Small Road; Oneway Road Tram; Two-Lane One-Way Road with Tram Tracks; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Road Bridge Tram (NetInfo); Small Road; Oneway Road Bridge Tram; NET_TITLE[Oneway Road Bridge Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Road Elevated Tram (NetInfo); Small Road; Oneway Road Elevated Tram; NET_TITLE[Oneway Road Elevated Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Road Slope Tram (NetInfo); Small Road; Oneway Road Slope Tram; NET_TITLE[Oneway Road Slope Tram]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Road Tunnel Tram (NetInfo); Small Road Tunnel; Oneway Road Tunnel Tram; NET_TITLE[Oneway Road Tunnel Tram]:0; Tram Track Tunnel; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Track (NetInfo); Small Road; Tram Track; Tram Track; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Track Bridge (NetInfo); Small Road; Tram Track Bridge; NET_TITLE[Tram Track Bridge]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Track Elevated (NetInfo); Small Road; Tram Track Elevated; NET_TITLE[Tram Track Elevated]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Track Slope (NetInfo); Small Road; Tram Track Slope; NET_TITLE[Tram Track Slope]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Tram Track Tunnel (NetInfo); Small Road Tunnel; Tram Track Tunnel; NET_TITLE[Tram Track Tunnel]:0; Tram Track Tunnel; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Tram Track (NetInfo); Small Road; Oneway Tram Track; One-Way Tram Track; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Tram Track Bridge (NetInfo); Small Road; Oneway Tram Track Bridge; NET_TITLE[Oneway Tram Track Bridge]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Tram Track Elevated (NetInfo); Small Road; Oneway Tram Track Elevated; NET_TITLE[Oneway Tram Track Elevated]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Tram Track Slope (NetInfo); Small Road; Oneway Tram Track Slope; NET_TITLE[Oneway Tram Track Slope]:0; Tram Track; ; 0.15; Railroads; name; 0.15; 0.15
NetInfo; Oneway Tram Track Tunnel (NetInfo); Small Road Tunnel; Oneway Tram Track Tunnel; NET_TITLE[Oneway Tram Track Tunnel]:0; Tram Track Tunnel; ; 0.15; Railroads; name; 0.15; 0.15

NetCollection; Expansion 3 (NetCollection); Expansion 3
Prefabs; NetInfo[]; 2
NetInfo; Radio Mast Support Cables (NetInfo); Radio; Radio Mast Support Cables; NET_TITLE[Radio Mast Support Cables]:0; Radio; Ignore; 5; Other
NetInfo; Evacuation Bus Line (NetInfo); Bus Line; Evacuation Bus Line; NET_TITLE[Evacuation Bus Line]:0; Bus Line; Ignore; 0.25; Other

NetCollection; Expansion 4 (NetCollection); Expansion 4
Prefabs; NetInfo[]; 57
NetInfo; Canal Wide (NetInfo); Landscaping Canal; Canal Wide; Wide shallow canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Canal Wide2 (NetInfo); Landscaping Canal; Canal Wide2; Wide medium canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Canal Wide3 (NetInfo); Landscaping Canal; Canal Wide3; Wide deep canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Two Lane Highway Twoway (NetInfo); Highway; Two Lane Highway Twoway; Two-Way Highway; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Twoway Barrier (NetInfo); Highway; Two Lane Highway Twoway Barrier; Two-Way Highway with Sound Barriers; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Twoway Bridge (NetInfo); Highway; Two Lane Highway Twoway Bridge; NET_TITLE[Two Lane Highway Twoway Bridge]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Twoway Elevated (NetInfo); Highway; Two Lane Highway Twoway Elevated; NET_TITLE[Two Lane Highway Twoway Elevated]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Twoway Slope (NetInfo); Highway; Two Lane Highway Twoway Slope; NET_TITLE[Two Lane Highway Twoway Slope]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Twoway Tunnel (NetInfo); Highway Tunnel; Two Lane Highway Twoway Tunnel; NET_TITLE[Two Lane Highway Twoway Tunnel]:0; Highway Tunnel; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway (NetInfo); Highway; Four Lane Highway; Four-Lane Highway; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway Barrier (NetInfo); Highway; Four Lane Highway Barrier; Four-Lane Highway with Sound Barriers; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway Bridge (NetInfo); Highway; Four Lane Highway Bridge; NET_TITLE[Four Lane Highway Bridge]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway Elevated (NetInfo); Highway; Four Lane Highway Elevated; NET_TITLE[Four Lane Highway Elevated]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway Slope (NetInfo); Highway; Four Lane Highway Slope; NET_TITLE[Four Lane Highway Slope]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Four Lane Highway Tunnel (NetInfo); Highway Tunnel; Four Lane Highway Tunnel; NET_TITLE[Four Lane Highway Tunnel]:0; Highway Tunnel; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Avenue Large With Grass (NetInfo); Medium Road; Avenue Large With Grass; Large Avenue with Grass; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Grass Bridge (NetInfo); Medium Road; Avenue Large With Grass Bridge; NET_TITLE[Avenue Large With Grass Bridge]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Grass Elevated (NetInfo); Medium Road; Avenue Large With Grass Elevated; NET_TITLE[Avenue Large With Grass Elevated]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Grass Slope (NetInfo); Medium Road; Avenue Large With Grass Slope; NET_TITLE[Avenue Large With Grass Slope]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Grass Tunnel (NetInfo); Medium Road Tunnel; Avenue Large With Grass Tunnel; NET_TITLE[Avenue Large With Grass Tunnel]:0; Medium Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Ferry Line (NetInfo); Ferry Line; Ferry Line; NET_TITLE[Ferry Line]:0; Ferry Line; Ignore; 0.25; Other
NetInfo; Avenue Large With Buslanes Grass (NetInfo); Medium Road; Avenue Large With Buslanes Grass; Large Avenue with Bus Lanes; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Buslanes Grass Bridge (NetInfo); Medium Road; Avenue Large With Buslanes Grass Bridge; NET_TITLE[Avenue Large With Buslanes Grass Bridge]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Buslanes Grass Elevated (NetInfo); Medium Road; Avenue Large With Buslanes Grass Elevated; NET_TITLE[Avenue Large With Buslanes Grass Elevated]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Buslanes Grass Slope (NetInfo); Medium Road; Avenue Large With Buslanes Grass Slope; NET_TITLE[Avenue Large With Buslanes Grass Slope]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Avenue Large With Buslanes Grass Tunnel (NetInfo); Medium Road Tunnel; Avenue Large With Buslanes Grass Tunnel; NET_TITLE[Avenue Large With Buslanes Grass Tunnel]:0; Medium Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Ferry Path (NetInfo); Ferry Path; Ferry Path; Ferry Pathway; Ferry Path; Ignore; 2; Other
NetInfo; Two Lane Highway (NetInfo); Highway; Two Lane Highway; Two-Lane Highway; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Barrier (NetInfo); Highway; Two Lane Highway Barrier; One-Way Highway with Sound Barriers; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Bridge (NetInfo); Highway; Two Lane Highway Bridge; NET_TITLE[Two Lane Highway Bridge]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Elevated (NetInfo); Highway; Two Lane Highway Elevated; NET_TITLE[Two Lane Highway Elevated]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Slope (NetInfo); Highway; Two Lane Highway Slope; NET_TITLE[Two Lane Highway Slope]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Two Lane Highway Tunnel (NetInfo); Highway Tunnel; Two Lane Highway Tunnel; NET_TITLE[Two Lane Highway Tunnel]:0; Highway Tunnel; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Ferry Dock (NetInfo); Ferry Path; Ferry Dock; NET_TITLE[Ferry Dock]:0; Ferry Path; Ignore; 2; Other
NetInfo; Asymmetrical Three Lane Road (NetInfo); Small Road; Asymmetrical Three Lane Road; Asymmetrical Three-Lane Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Asymmetrical Three Lane Road Bridge (NetInfo); Small Road; Asymmetrical Three Lane Road Bridge; NET_TITLE[Asymmetrical Three Lane Road Bridge]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Asymmetrical Three Lane Road Elevated (NetInfo); Small Road; Asymmetrical Three Lane Road Elevated; NET_TITLE[Asymmetrical Three Lane Road Elevated]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Asymmetrical Three Lane Road Slope (NetInfo); Small Road; Asymmetrical Three Lane Road Slope; NET_TITLE[Asymmetrical Three Lane Road Slope]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Asymmetrical Three Lane Road Tunnel (NetInfo); Small Road Tunnel; Asymmetrical Three Lane Road Tunnel; NET_TITLE[Asymmetrical Three Lane Road Tunnel]:0; Small Road Tunnel; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Ferry Dockway (NetInfo); Ferry Path; Ferry Dockway; NET_TITLE[Ferry Dockway]:0; Ferry Path; Ignore; 2; Other
NetInfo; CableCar Path (NetInfo); CableCar Path; CableCar Path; Cable Car Cables; Cable Car Path; ; 1; Misc Transit; name; 1; 1
NetInfo; CableCar Stop (NetInfo); CableCar Path; CableCar Stop; NET_TITLE[CableCar Stop]:0; Cable Car Path; ; 1; Misc Transit; name; 1; 1
NetInfo; CableCar Line (NetInfo); CableCar Line; CableCar Line; NET_TITLE[CableCar Line]:0; CableCar Line; Ignore; 0.25; Other
NetInfo; Monorail Track (NetInfo); Monorail Track; Monorail Track; Monorail Tracks; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Medium Road Monorail (NetInfo); Medium Road; Medium Road Monorail; Monorail Tracks on Four-Lane Road; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Monorail Station Track (NetInfo); Monorail Track; Monorail Station Track; NET_TITLE[Monorail Station Track]:0; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Monorail Line (NetInfo); Monorail Line; Monorail Line; NET_TITLE[Monorail Line]:0; Monorail Line; Ignore; 0.25; Other
NetInfo; Monorail Oneway Track (NetInfo); Monorail Track; Monorail Oneway Track; One-Way Monorail Track; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Medium Road Monorail Station (NetInfo); Medium Road; Medium Road Monorail Station; NET_TITLE[Medium Road Monorail Station]:0; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Blimp Line (NetInfo); Blimp Line; Blimp Line; NET_TITLE[Blimp Line]:0; Blimp Line; Ignore; 0.25; Other
NetInfo; Blimp Stop (NetInfo); Blimp Path; Blimp Stop; NET_TITLE[Blimp Stop]:0; Blimp Path; ; 2; Misc Transit; name; 2; 2
NetInfo; Blimp Path (NetInfo); Blimp Path; Blimp Path; Blimp Pathway; Blimp Path; ; 2; Misc Transit; name; 2; 2
NetInfo; Medium Road Monorail Elevated (NetInfo); Medium Road; Medium Road Monorail Elevated; NET_TITLE[Medium Road Monorail Elevated]:0; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Blimp Depot Path (NetInfo); Blimp Path; Blimp Depot Path; NET_TITLE[Blimp Depot Path]:0; Blimp Path; ; 2; Misc Transit; name; 2; 2
NetInfo; Small Road Monorail (NetInfo); Small Road; Small Road Monorail; Monorail Tracks on Two-Lane Road; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Small Road Monorail Bridge (NetInfo); Small Road; Small Road Monorail Bridge; NET_TITLE[Small Road Monorail Bridge]:0; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Small Road Monorail Elevated (NetInfo); Small Road; Small Road Monorail Elevated; NET_TITLE[Small Road Monorail Elevated]:0; Monorail Track; ; 0.1; Railroads; name; 0.1; 0.1

NetCollection; Expansion 6 - Europe Only (NetCollection); Expansion 6 - Europe Only
Prefabs; NetInfo[]; 5
NetInfo; Zoo Path 01 Elevated (NetInfo); Pedestrian Way; Zoo Path 01 Elevated; NET_TITLE[Zoo Path 01 Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Zoo Path 01 Propless Elevated (NetInfo); Pedestrian Way; Zoo Path 01 Propless Elevated; NET_TITLE[Zoo Path 01 Propless Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Zoo Path 01 Propless (NetInfo); Pedestrian Way; Zoo Path 01 Propless; Zoo Path (Propless); Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Zoo Path 01 (NetInfo); Pedestrian Way; Zoo Path 01; Zoo Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Zoo Path 02 (NetInfo); Pedestrian Way; Zoo Path 02; Zoo Path with Decorations; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5

NetCollection; Expansion 6 (NetCollection); Expansion 6
Prefabs; NetInfo[]; 22
NetInfo; Pedestrian Line (NetInfo); Pedestrian Line; Pedestrian Line; NET_TITLE[Pedestrian Line]:0; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Park Fence 01 (NetInfo); Beautification Item; Park Fence 01; Park Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Nature Reserve Path 01 (NetInfo); Pedestrian Way; Nature Reserve Path 01; Nature Reserve Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Park Path 01 (NetInfo); Pedestrian Way; Park Path 01; Park Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Fence 01 (NetInfo); Beautification Item; Nature Reserve Fence 01; Nature Reserve Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Zoo Fence 01 (NetInfo); Beautification Item; Zoo Fence 01; Zoo Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Park Path 01 Elevated (NetInfo); Pedestrian Way; Park Path 01 Elevated; NET_TITLE[Park Path 01 Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Amusement Park Path 01 (NetInfo); Pedestrian Way; Amusement Park Path 01; Amusement Park Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Sightseeing Bus Line (NetInfo); Bus Line; Sightseeing Bus Line; NET_TITLE[Sightseeing Bus Line]:0; Bus Line; Ignore; 0.25; Other
NetInfo; Amusement Park Path 01 Elevated (NetInfo); Pedestrian Way; Amusement Park Path 01 Elevated; NET_TITLE[Amusement Park Path 01 Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Path 01 Elevated (NetInfo); Pedestrian Way; Nature Reserve Path 01 Elevated; NET_TITLE[Nature Reserve Path 01 Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Amusement Park Fence (NetInfo); Beautification Item; Amusement Park Fence; Amusement Park Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Amusement Park Path 01 Propless (NetInfo); Pedestrian Way; Amusement Park Path 01 Propless; Amusement Park Path (Propless); Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Path 01 Propless (NetInfo); Pedestrian Way; Nature Reserve Path 01 Propless; Nature Reserve Path (Propless); Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Park Path 01 Propless (NetInfo); Pedestrian Way; Park Path 01 Propless; Park Path (Propless); Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Path 02 (NetInfo); Pedestrian Way; Nature Reserve Path 02; Nature Reserve Path with Decorations; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Path 02 Elevated (NetInfo); Pedestrian Way; Nature Reserve Path 02 Elevated; NET_TITLE[Nature Reserve Path 02 Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Park Path 02 (NetInfo); Pedestrian Way; Park Path 02; Park Path with Decorations; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Amusement Park Path 02 (NetInfo); Pedestrian Way; Amusement Park Path 02; Amusement Park Path with Decorations; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Amusement Park Path 01 Propless Elevated (NetInfo); Pedestrian Way; Amusement Park Path 01 Propless Elevated; NET_TITLE[Amusement Park Path 01 Propless Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Nature Reserve Path 01 Propless Elevated (NetInfo); Pedestrian Way; Nature Reserve Path 01 Propless Elevated; NET_TITLE[Nature Reserve Path 01 Propless Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Park Path 01 Propless Elevated (NetInfo); Pedestrian Way; Park Path 01 Propless Elevated; NET_TITLE[Park Path 01 Propless Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5

NetCollection; Expansion 7 (NetCollection); Expansion 7
Prefabs; NetInfo[]; 20
NetInfo; Farm Fence 01 (NetInfo); Beautification Item; Farm Fence 01; Farm Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Forestry Fence 01 (NetInfo); Beautification Item; Forestry Fence 01; Forestry Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Oil Industry Fence 01 (NetInfo); Beautification Item; Oil Industry Fence 01; Oil Industry Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Ore Industry Fence 01 (NetInfo); Beautification Item; Ore Industry Fence 01; Ore Industry Fence; Beautification Item; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Industry Road Medium 01 (NetInfo); Medium Road; Industry Road Medium 01; Medium Industry Road; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Industry Road Small 01 (NetInfo); Small Road; Industry Road Small 01; Small Industry Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Medium 01 Bridge (NetInfo); Medium Road; Industry Road Medium 01 Bridge; Medium Industry Road; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Industry Road Medium 01 Elevated (NetInfo); Medium Road; Industry Road Medium 01 Elevated; Medium Industry Road; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Industry Road Small 01 Bridge (NetInfo); Small Road; Industry Road Small 01 Bridge; Small Industry Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Elevated (NetInfo); Small Road; Industry Road Small 01 Elevated; Small Industry Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Slope (NetInfo); Small Road; Industry Road Small 01 Slope; Small Industry Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Tunnel (NetInfo); Small Road Tunnel; Industry Road Small 01 Tunnel; Small Industry Road; Small Road Tunnel; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Medium 01 Slope (NetInfo); Medium Road; Industry Road Medium 01 Slope; Medium Industry Road; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Industry Road Medium 01 Tunnel (NetInfo); Medium Road Tunnel; Industry Road Medium 01 Tunnel; Medium Industry Road; Medium Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Airplane Cargo Stop (NetInfo); Airplane Runway; Airplane Cargo Stop; NET_TITLE[Airplane Cargo Stop]:0; Airplane Runway; ; 0.05; Misc Transit; name; 0.05; 0.05
NetInfo; Industry Road Small 01 Oneway (NetInfo); Small Road; Industry Road Small 01 Oneway; Two-Lane One-Way Small Industry Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Oneway Bridge (NetInfo); Small Road; Industry Road Small 01 Oneway Bridge; NET_TITLE[Industry Road Small 01 Oneway Bridge]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Oneway Elevated (NetInfo); Small Road; Industry Road Small 01 Oneway Elevated; NET_TITLE[Industry Road Small 01 Oneway Elevated]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Oneway Slope (NetInfo); Small Road; Industry Road Small 01 Oneway Slope; NET_TITLE[Industry Road Small 01 Oneway Slope]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Industry Road Small 01 Oneway Tunnel (NetInfo); Small Road Tunnel; Industry Road Small 01 Oneway Tunnel; NET_TITLE[Industry Road Small 01 Oneway Tunnel]:0; Small Road Tunnel; ; 0.25; Small Roads; name; 0.25; 0.25
